advertiser,year,month,Tv,Print_Media,Radio,Google,Fb_and_Insta,Youtube,Hoardings,Others,Total,Sales
KSE LIMITED,2021,5,1351182,53535.78678,9682.897766,391701.2832,451208.9425,62595.25596,13232.83205,35713.33512,2368852.333,40935911.49
KSE LIMITED,2021,6,1351182,43193.03396,13165.33887,217812.0716,497792.9831,57576.21192,25232.71765,51263.25487,2257217.612,36605647.6
KULAR HOSPITAL,2019,11,393750,11916.30408,5450.917694,81771.92578,72921.70467,21349.36145,3211.395945,10039.50496,600411.1146,9577467.708
KULAR HOSPITAL,2019,12,393750,11916.30408,5450.917694,81771.92578,72921.70467,21349.36145,3211.395945,10039.50496,600411.1146,9577467.708
KUMARAN SILKS (CHN),2018,10,3736375,221850.5607,24752.71231,752905.3995,1375821.974,162230.7183,50438.5893,45705.0084,6370079.963,48357251.53
KUMARAN SILKS (CHN),2018,11,3736375,221850.5607,24752.71231,752905.3995,1375821.974,162230.7183,50438.5893,45705.0084,6370079.963,48357251.53
KUMARAN SILKS (CHN),2018,12,3736375,221850.5607,24752.71231,752905.3995,1375821.974,162230.7183,50438.5893,45705.0084,6370079.963,48357251.53
KUNDAN AYURVEDIC CENTRE,2020,10,486450,21074.91047,7311.707895,75904.06838,102991.3359,20824.53074,7928.382884,11678.66968,734163.606,14216889.34
KUNDAN AYURVEDIC CENTRE,2020,11,486450,21074.91047,7311.707895,75904.06838,102991.3359,20824.53074,7928.382884,11678.66968,734163.6059,14216889.34
KUNDAN AYURVEDIC CENTRE,2020,12,444720,33012.87867,3400.187178,130774.3767,170321.8636,16451.0748,6722.37069,5978.893911,811381.6456,13574488.48
KURUKSHETRA DEVLOPMENT BOARD,2018,12,1615887,81686.30505,16850.11537,212159.1019,487710.8582,72343.7968,29097.61487,59514.91076,2575249.703,35625809.66
KURUKSHETRA DEVLOPMENT BOARD,2019,11,1986820,145586.9492,22779.37623,184804.974,803369.9706,87176.70163,47629.25067,56775.42388,3334942.646,38642600.14
KURUKSHETRA DEVLOPMENT BOARD,2019,12,2039957,96248.65407,24661.57324,422247.3249,532908.0963,128485.4429,23402.53179,24108.86258,3292019.486,40879700.54
KUSHINAGAR MAHOTSAV,2020,12,3033844,78170.84726,40574.72806,928082.5112,1318789.366,139417.6516,55626.6769,108894.9342,5703400.716,51417211.48
LAKSHMI KRISHNA NATURALS,2020,12,391100,10974.12344,2323.709824,119453.9753,110577.9551,13114.10706,6224.491645,14758.05217,668526.4145,9104219.276
LAKSHMI SNACKS PVT LTD,2021,3,9835390,662243.8567,77207.61077,2663929.172,2744564.124,260136.4022,183867.4441,335807.5311,16763146.14,222325511.4
LAKSHMI SNACKS PVT LTD,2021,4,9835390,464267.0288,56989.92937,1856324.557,4149892.015,368225.806,170031.5637,329058.3039,17230179.2,243786828.6
LAKSHMI SNACKS PVT LTD,2021,5,9835390,706708.7091,127646.4799,1692816.343,4520643.155,449973.0824,203998.7479,307138.8217,17844315.34,275174919.4
LAKSHMI SNACKS PVT LTD,2021,6,9835390,571095.5598,65425.49524,2811127.35,2906063.479,513125.4108,210651.5784,214268.3997,17127147.27,238039110.3
LAXMI ORGANIC INDUSTRIES LTD,2021,3,1248972,55276.93035,16121.82129,107911.8084,404343.1969,40782.26205,21211.52587,44177.88128,1938797.426,15045981.04
LAXMI ORGANIC INDUSTRIES LTD,2021,4,1248972,88411.55441,20989.04304,238652.8433,440527.9767,65013.03608,11976.70171,40283.79497,2154826.95,36729506.34
LAXMI ORGANIC INDUSTRIES LTD,2021,5,1248972,65785.59164,13741.0666,345032.1041,484753.4573,59803.91319,25030.61559,26289.1156,2269407.864,30399914.26
LAXMI ORGANIC INDUSTRIES LTD,2021,6,1248972,40780.30316,14936.39319,261347.8482,578374.9698,59245.99734,9190.483259,29277.7447,2242125.74,26418855.26
LEPL PROJECTS LTD,2018,10,835128,62087.53424,8164.408242,238765.3552,262768.1865,38541.88338,11161.25377,31112.30447,1487728.926,13522528.1
LEPL PROJECTS LTD,2018,11,835128,62087.53424,8164.408242,238765.3552,262768.1865,38541.88338,11161.25377,31112.30447,1487728.926,13522528.1
LEPL PROJECTS LTD,2018,12,835128,62087.53424,8164.408242,238765.3552,262768.1865,38541.88338,11161.25377,31112.30447,1487728.926,13522528.1
LIBERTY SHOES LTD,2018,11,3230442,209626.4306,44957.35472,1018023.792,1424064.197,132541.906,19538.99149,106347.1857,6185541.858,41622558.87
LIBERTY SHOES LTD,2018,12,3230442,209626.4306,44957.35472,1018023.792,1424064.197,132541.906,19538.99149,106347.1857,6185541.858,41622558.87
LIONSGATE ENTERTAINMENT/SEARCHLIGHT PICTURES,2020,12,864859,23661.36222,11361.82809,270930.3851,159479.9439,46255.95139,8136.909163,19510.35722,1404195.737,10649727.22
LIONSGATE FILMS,2019,11,683921,45598.64334,5056.804452,91700.14069,249483.8482,32454.85552,7953.567732,18458.63987,1134627.5,14292979.55
LIONSGATE FILMS,2019,12,683921,45598.64334,5056.804452,91700.14069,249483.8482,32454.85552,7953.567732,18458.63987,1134627.5,14292979.55
LIONSGATE PREMIERE/ROADSIDE ATTRACTIONS,2021,3,594588,22008.06867,8384.868656,155223.5399,261352.9905,22585.22002,10256.99992,23117.62292,1097517.311,7218466.316
LIONSGATE PREMIERE/ROADSIDE ATTRACTIONS,2021,4,594588,25795.93183,5710.939185,104774.4713,223002.7183,22992.12584,8500.433159,6186.493292,991551.1129,15673685.76
LIONSGATE PREMIERE/ROADSIDE ATTRACTIONS,2021,5,594588,31944.87098,6099.249675,189136.2625,235268.1633,19233.62417,6398.042865,22181.34411,1104849.558,17082977.02
LIONSGATE PREMIERE/ROADSIDE ATTRACTIONS,2021,6,594588,16062.80035,9122.080354,134044.5971,225766.4423,15717.87444,7272.542827,22114.41964,1024688.757,9987939.31
LOK INSAAF PARTY,2020,11,704043,42123.91884,5892.77163,97405.18565,194591.7556,20467.84588,7360.973397,7789.82303,1079675.274,18041515.26
LOK INSAAF PARTY,2020,12,704043,42123.91884,5892.77163,97405.18565,194591.7556,20467.84588,7360.973397,7789.82303,1079675.274,18041515.26
LONGLIVE PIZZA RESTAURANT,2019,11,442225,19707.75345,7608.821325,102089.829,92628.25829,26774.24966,7400.593547,16683.07704,715117.5823,9259794.283
LONGLIVE PIZZA RESTAURANT,2019,12,442225,19707.75345,7608.821325,102089.829,92628.25829,26774.24966,7400.593547,16683.07704,715117.5823,9259794.283
LUXOTTICA GROUP,2019,11,23279111,726030.8364,347365.8039,2544397.198,5880790.675,1338800.521,147839.4168,782662.0731,35046997.52,449032409.6
LUXOTTICA GROUP,2019,12,19702728,500164.7673,240160.9051,4872206.476,5558247.899,660880.9467,429984.6721,508438.311,32472811.98,514970967.2
LUXOTTICA GROUP,2020,11,32971497,2022769.431,509386.7192,6107999.326,8656184.808,1595658.24,221964.1573,809908.6602,52895368.34,387655884.3
LUXOTTICA GROUP,2020,12,32971497,2022769.431,509386.7192,6107999.326,8656184.808,1595658.24,221964.1573,809908.6602,52895368.34,387655884.3
M/S TV LIVE INDIA PVT LTD,2020,9,19508,1224.034022,232.4217738,3250.536205,9319.292094,576.3125873,401.5049728,307.6806072,34819.78226,253989.1067
M/S TV LIVE INDIA PVT LTD,2020,10,19508,1224.034022,232.4217738,3250.536205,9319.292094,576.3125873,401.5049728,307.6806072,34819.78226,253989.1067
M/S TV LIVE INDIA PVT LTD,2020,11,19508,1224.034022,232.4217738,3250.536205,9319.292094,576.3125873,401.5049728,307.6806072,34819.78226,253989.1067
M/S TV LIVE INDIA PVT LTD,2020,12,19508,1224.034022,232.4217738,3250.536205,9319.292094,576.3125873,401.5049728,307.6806072,34819.78226,253989.1067
MAHALAXMI CALENDER,2018,12,124875,3235.857532,1809.004145,21430.81223,48304.11784,4102.096415,2748.529882,3678.830581,210184.2486,2453766.326
MAHALAXMI CALENDER,2019,12,917872,64034.99107,4977.593335,201521.2007,238508.8694,30903.74588,19320.62503,23731.89913,1500870.925,19023805.87
MAHALAXMI CALENDER,2020,12,890048,34733.04996,7136.245322,215694.0063,312783.2482,35680.87841,8275.481193,23448.26214,1527799.172,15594613.86
MAHALAXMI POLYMERS,2018,9,183277,6696.978128,1951.285272,29607.65823,84765.00616,9788.047393,2120.202574,7083.543499,325289.7213,3314476.192
MAHALAXMI POLYMERS,2018,10,183277,6696.978128,1951.285272,29607.65823,84765.00616,9788.047393,2120.202574,7083.543499,325289.7213,3314476.192
MAHALAXMI POLYMERS,2018,11,183277,6696.978128,1951.285272,29607.65823,84765.00616,9788.047393,2120.202574,7083.543499,325289.7213,3314476.192
MAHALAXMI POLYMERS,2018,12,183277,6696.978128,1951.285272,29607.65823,84765.00616,9788.047393,2120.202574,7083.543499,325289.7213,3314476.192
MAHARASHTRA ENERGY DEVELOPMENT AGENCY,2019,10,748942,19567.81845,9312.077424,113804.5133,154823.7575,38116.89848,4520.03003,12036.25229,1101123.347,13578847.9
MAHARASHTRA ENERGY DEVELOPMENT AGENCY,2019,11,748942,19567.81845,9312.077424,113804.5133,154823.7575,38116.89848,4520.03003,12036.25229,1101123.347,13578847.9
MAHARASHTRA ENERGY DEVELOPMENT AGENCY,2019,12,664800,35387.89164,11087.09286,159930.8387,227671.9375,22607.69377,9603.620892,22006.71669,1153095.792,10447028.23
MAK PLYWOOD INDUSTRIES,2018,11,795424,25547.53796,5089.380958,113234.1748,357037.8817,41247.55845,4767.177499,23226.28028,1365573.992,11276104.02
MAK PLYWOOD INDUSTRIES,2018,12,795424,25547.53796,5089.380958,113234.1748,357037.8817,41247.55845,4767.177499,23226.28028,1365573.992,11276104.02
MALPANI GROUP,2018,11,5915354,339624.243,89515.20599,747212.3068,1562620.653,181127.0725,91153.69336,158296.9168,9084904.091,66430124.27
MALPANI GROUP,2018,12,1679122,55716.73815,13530.77995,412345.9121,753709.743,56082.58602,9132.71066,62785.03917,3042425.509,31251204.27
MANTENA CONSTRUCTION PVT LTD,2020,12,469484,13954.34611,3160.841647,144109.7831,132103.4684,24154.06479,7945.087774,9220.104628,804131.6965,13984727.44
MARINA HOME INTERIORS RET NETWORK P LTD,2018,10,101880,2638.436028,1774.982869,13182.43286,20285.90301,6340.103088,458.2900313,2814.040112,149374.188,1428361.886
MARINA HOME INTERIORS RET NETWORK P LTD,2018,11,101880,2638.436028,1774.982869,13182.43286,20285.90301,6340.103088,458.2900313,2814.040112,149374.188,1428361.886
MARINA HOME INTERIORS RET NETWORK P LTD,2018,12,101880,2638.436028,1774.982869,13182.43286,20285.90301,6340.103088,458.2900313,2814.040112,149374.188,1428361.886
MATA GUJRI UNIVERSITY,2020,9,467764,16212.47173,3968.243111,99705.32522,102204.8072,18359.12125,10988.67457,13909.62224,733112.2654,14007953.51
MATA GUJRI UNIVERSITY,2020,10,589050,21246.52122,9560.157132,66809.16168,108608.7662,32096.11991,10934.34089,6654.985194,844960.0522,8417183.908
MATA GUJRI UNIVERSITY,2020,11,528407,18729.49648,6764.200122,83257.24345,105406.7867,25227.62058,10961.50773,10282.30372,789036.1588,11212568.71
MATA GUJRI UNIVERSITY,2020,12,589050,21246.52122,9560.157132,66809.16168,108608.7662,32096.11991,10934.34089,6654.985194,844960.0522,8417183.908
MAZAGON DOCK SHIPBUILDERS LTD,2020,9,744860,52245.17152,3821.703499,174556.2236,277213.0528,24961.58021,15446.81823,28738.89392,1321843.444,8980248.775
MAZAGON DOCK SHIPBUILDERS LTD,2020,10,744860,52245.17152,3821.703499,174556.2236,277213.0528,24961.58021,15446.81823,28738.89392,1321843.444,8980248.775
MAZAGON DOCK SHIPBUILDERS LTD,2020,11,744860,52245.17152,3821.703499,174556.2236,277213.0528,24961.58021,15446.81823,28738.89392,1321843.444,8980248.775
MAZAGON DOCK SHIPBUILDERS LTD,2020,12,744860,52245.17152,3821.703499,174556.2236,277213.0528,24961.58021,15446.81823,28738.89392,1321843.444,8980248.775
MEDI ASSIST HEALTHCARE SERVICES LTD,2020,9,2116989,98423.73311,21844.9825,256857.1245,557590.0074,112310.3128,41677.43904,81623.19432,3287315.794,54648700.85
MEDI ASSIST HEALTHCARE SERVICES LTD,2020,10,10183851,402237.1514,67983.89542,3252709.595,4711286.478,390982.1927,125636.562,240469.3106,19375156.19,287760294.1
MEDI ASSIST HEALTHCARE SERVICES LTD,2020,11,6150420,250330.4423,44914.43896,1754783.36,2634438.243,251646.2528,83657.00052,161046.2525,11331235.99,171204497.5
MEDI ASSIST HEALTHCARE SERVICES LTD,2020,12,10183851,402237.1514,67983.89542,3252709.595,4711286.478,390982.1927,125636.562,240469.3106,19375156.19,287760294.1
MEDIA EXHIBITORS,2018,11,78872,5757.610802,960.928521,17040.19665,21007.01685,4384.501528,1245.637307,1605.357589,130873.2492,2070896.274
MEDIA EXHIBITORS,2018,12,78872,5757.610802,960.928521,17040.19665,21007.01685,4384.501528,1245.637307,1605.357589,130873.2492,2070896.274
MEDIA EXHIBITORS,2019,11,676940,49957.46211,8384.515281,178439.33,280019.7163,19171.70612,7716.307373,20370.3142,1240999.351,10625318.56
MEDIA EXHIBITORS,2019,12,676940,49957.46211,8384.515281,178439.33,280019.7163,19171.70612,7716.307373,20370.3142,1240999.351,10625318.56
MEENAKSHI ACAD OF HIGH EDU&RES (CHN),2020,9,107785,6781.229733,1114.579206,26235.77813,22348.05863,6600.752356,995.7470593,4166.495647,176027.6408,1288091.701
MEENAKSHI ACAD OF HIGH EDU&RES (CHN),2020,10,1269561,87061.31462,16377.08814,179760.2564,470797.4819,45345.19782,27225.82222,28170.18227,2124298.343,21707395.97
MEENAKSHI ACAD OF HIGH EDU&RES (CHN),2020,11,688673,46921.27218,8745.833673,102998.0173,246572.7703,25972.97509,14110.78464,16168.33896,1150162.992,11497743.84
MEENAKSHI ACAD OF HIGH EDU&RES (CHN),2020,12,1269561,87061.31462,16377.08814,179760.2564,470797.4819,45345.19782,27225.82222,28170.18227,2124298.343,21707395.97
MEENAKSHI POLYMERS PVT LTD,2018,9,767041,44286.08736,8832.089339,199702.7769,192144.6878,23189.91599,6815.919961,18850.5284,1260863.006,16688891.93
MEENAKSHI POLYMERS PVT LTD,2018,10,767041,44286.08736,8832.089339,199702.7769,192144.6878,23189.91599,6815.919961,18850.5284,1260863.006,16688891.93
MEENAKSHI POLYMERS PVT LTD,2018,11,767041,44286.08736,8832.089339,199702.7769,192144.6878,23189.91599,6815.919961,18850.5284,1260863.006,16688891.93
MEENAKSHI POLYMERS PVT LTD,2018,12,767041,44286.08736,8832.089339,199702.7769,192144.6878,23189.91599,6815.919961,18850.5284,1260863.006,16688891.93
MICROSOFT CORPORATION,2021,3,20570060,1155993.269,347916.7299,4534323.205,3771764.755,554802.5896,286360.8097,436691.8095,31657913.17,245138822.5
MICROSOFT CORPORATION,2021,4,20570060,1525599.706,225680.2633,4825107.147,6114910.643,1285041.839,376287.7117,459738.0586,35382425.37,438992294.1
MICROSOFT CORPORATION,2021,5,20570060,543003.816,165278.3805,1719634.714,7407482.624,763396.6756,108552.7776,664908.1034,31942317.09,555382346.2
MICROSOFT CORPORATION,2021,6,20570060,1063623.847,336482.3742,2251521.263,6032032.821,751831.6966,282816.3076,480048.0313,31768416.34,553282547.6
MILITARY LITERATURE FESTIVAL ASSOCIATION,2018,12,1898799,115683.4682,17392.94974,570734.2799,703464.9039,90013.03042,25579.52938,31563.88183,3453231.043,54607873.38
MILK MANTRA DAIRY PVT LTD,2018,10,951823,61032.50888,11160.27634,113246.3394,274613.8822,38498.08512,10298.74494,15623.89397,1476296.731,25656996.17
MILK MANTRA DAIRY PVT LTD,2018,11,951823,61032.50888,11160.27634,113246.3394,274613.8822,38498.08512,10298.74494,15623.89397,1476296.731,25656996.17
MILK MANTRA DAIRY PVT LTD,2018,12,951823,61032.50888,11160.27634,113246.3394,274613.8822,38498.08512,10298.74494,15623.89397,1476296.731,25656996.17
MINISTRY OF FOREIGN AFFAIRS OF JAPAN,2021,3,967470,56678.13479,6746.84801,220511.5163,307977.8475,31653.92125,13670.96743,36737.29053,1641446.526,13296331.97
MINISTRY OF FOREIGN AFFAIRS OF JAPAN,2021,4,967470,27343.4547,15005.92263,239233.8121,337901.8232,36994.14438,7488.050711,13539.10441,1644976.312,27815441.05
MINISTRY OF FOREIGN AFFAIRS OF JAPAN,2021,5,967470,42064.55019,6548.751241,308235.3088,350596.8615,45938.85962,20068.62289,32271.30291,1773194.257,19850867.98
MINISTRY OF FOREIGN AFFAIRS OF JAPAN,2021,6,967470,49674.05276,8419.173327,240848.6822,279662.0437,57283.76529,14734.6627,33935.49531,1652027.875,15274969.55
MOONWHITE FILMS INTL FILM FEST(MWFIFF),2019,11,469200,29269.71028,3277.319225,130275.5663,152291.8024,19217.67121,6697.729966,13118.72814,823348.5275,14287455.06
MOONWHITE FILMS INTL FILM FEST(MWFIFF),2019,12,469200,29269.71028,3277.319225,130275.5663,152291.8024,19217.67121,6697.729966,13118.72814,823348.5275,14287455.06
MS AGARWAL FOUNDARIES PVT LTD,2018,10,164536,8446.425671,2307.197901,15241.5595,76265.97148,6431.095024,764.7730865,2679.806649,276672.8293,4200362.968
MS AGARWAL FOUNDARIES PVT LTD,2018,11,164536,8446.425671,2307.197901,15241.5595,76265.97148,6431.095024,764.7730865,2679.806649,276672.8293,4200362.968
MS AGARWAL FOUNDARIES PVT LTD,2018,12,1190139,47248.53607,17465.58502,306664.9172,267582.0762,58198.96403,20705.19782,18860.85466,1926865.131,15910174.2
MTAR TECHNOLOGIES PVT LTD,2021,3,1021922,59228.32486,7403.609755,87224.00865,483119.1959,49035.67024,9466.129537,39560.27881,1756959.218,23535642.03
MTAR TECHNOLOGIES PVT LTD,2021,4,1021922,41998.48241,5152.637561,218588.1522,436237.8344,50535.49226,16249.74426,11034.84479,1801719.188,11006449.9
MTAR TECHNOLOGIES PVT LTD,2021,5,1021922,52797.3753,17805.64905,120032.453,449435.3344,36154.22044,17209.44968,19292.35353,1734648.835,27917423.75
MTAR TECHNOLOGIES PVT LTD,2021,6,1021922,66407.67833,10267.16684,168616.8311,271016.7471,35775.4394,23056.12435,17971.48105,1615033.468,25700192.39
MUBU ENTERTAINMENT TV PVT LTD,2018,12,88907,6192.069618,1393.489811,11513.31685,24450.38406,3628.482523,1242.950792,2429.938347,139757.632,1750092.559
MUGDHA ART STUDIO,2020,12,167379,12373.31684,2072.841578,52210.39387,41713.93942,8628.331874,1408.293757,3242.82089,289028.9382,3552182.365
MUMBAI METROPOLITAN REG DEV AU,2019,9,95898,4299.678881,1151.418106,14343.50754,27198.16363,3811.16508,1607.010828,2882.87721,151191.8213,1141343.617
MUMBAI METROPOLITAN REG DEV AU,2019,10,95898,4299.678881,1151.418106,14343.50754,27198.16363,3811.16508,1607.010828,2882.87721,151191.8213,1141343.617
MUMBAI METROPOLITAN REG DEV AU,2019,11,95898,4299.678881,1151.418106,14343.50754,27198.16363,3811.16508,1607.010828,2882.87721,151191.8213,1141343.617
MUMBAI METROPOLITAN REG DEV AU,2019,12,95898,4299.678881,1151.418106,14343.50754,27198.16363,3811.16508,1607.010828,2882.87721,151191.8213,1141343.617
MUSHROOM WORLD AYURVED & FOOD PVT LTD,2020,11,7756,570.5244984,90.0112885,1972.699996,1618.524195,217.9486643,146.8611586,82.61673682,12455.18654,102002.9745
MUSHROOM WORLD AYURVED & FOOD PVT LTD,2020,12,459374,19689.91407,8010.859577,91649.03563,124929.3914,22042.22166,3970.323118,8688.377529,738354.123,5229307.624
MUSTER ONLINE PVT LTD,2019,10,5548130,183549.856,53852.8691,1072556.688,2473838.278,210463.8243,59644.4695,123931.7568,9725967.741,99974840.77
MUSTER ONLINE PVT LTD,2019,11,558880,36400.25995,3477.503703,60812.54868,231460.7161,23827.76291,3488.053505,6790.498314,925137.3432,9647651.725
MUSTER ONLINE PVT LTD,2019,12,3053505,109975.058,28665.1864,566684.6183,1352649.497,117145.7936,31566.2615,65361.12756,5325552.542,54811246.25
MY HOME GROUP (AP),2018,12,779220,54436.87229,4578.272889,100147.7571,171530.1414,41181.353,16829.33698,24395.92,1192319.654,19285479.46
MY INDIA PARTY,2020,12,736229,31611.59723,6032.34626,107743.0273,351355.0039,45399.24557,4684.48636,21171.80118,1304226.508,14888967.74
N K REALTORS (P) LTD,2018,11,249642,17533.24107,1746.507191,59443.06716,74431.23061,6667.488376,2178.52286,8963.754569,420605.8118,6778853.64
N K REALTORS (P) LTD,2018,12,249642,17533.24107,1746.507191,59443.06716,74431.23061,6667.488376,2178.52286,8963.754569,420605.8118,6778853.64
N N ISPAT P LTD,2021,3,541538,16866.34895,7612.350657,149805.7225,206124.0727,22636.85531,5397.010231,14285.41138,964265.7717,13645119.17
N N ISPAT P LTD,2021,4,541538,37659.35949,8922.321195,104653.308,133773.9079,29997.27723,6758.107281,6812.805214,870115.0863,9170721.6
N N ISPAT P LTD,2021,5,541538,27724.99991,8848.047833,87245.24244,224066.419,30472.93175,3337.309937,20669.09706,943902.0479,15066115.61
N N ISPAT P LTD,2021,6,541538,14371.80827,4540.779025,116052.9166,188631.9066,21295.76063,8982.455209,17592.55178,913006.1781,13976259.15
NAAPTOL.COM,2018,10,1489331,111402.1588,17944.18367,391748.2131,633587.5812,65846.29672,26648.53749,48943.45973,2785451.431,15595745.71
NAAPTOL.COM,2018,11,786551,41321.06237,13489.52396,185026.1772,248458.2908,38498.87385,17466.14425,30462.83814,1361273.911,12932316.7
NAAPTOL.COM,2018,12,1137941,76361.61059,15716.85381,288387.1952,441022.936,52172.58529,22057.34087,39703.14894,2073362.671,14264031.21
NALLIS SILKS SAREE,2019,10,1290579,67605.87571,8037.727991,178868.2138,501409.0504,49764.1273,16870.67499,46632.22284,2159766.893,19268368.77
NALLIS SILKS SAREE,2019,11,2827920,190696.7447,46694.90902,605296.4631,519120.7189,105538.9655,43856.45034,26639.4198,4365763.671,69312058.1
NALLIS SILKS SAREE,2019,12,1114200,72128.44079,12501.24727,240587.0095,394474.6971,41390.4756,26104.38906,38668.20113,1940054.46,29412721.75
NAMRATA DEVELOPERS PVT LTD,2018,10,3232423,167115.3591,45190.96189,454966.4928,649097.279,86460.64374,59941.8899,106781.9694,4801977.596,57392695.48
NAMRATA DEVELOPERS PVT LTD,2018,11,3232423,167115.3591,45190.96189,454966.4928,649097.279,86460.64374,59941.8899,106781.9694,4801977.596,57392695.48
NAMRATA DEVELOPERS PVT LTD,2018,12,3232423,167115.3591,45190.96189,454966.4928,649097.279,86460.64374,59941.8899,106781.9694,4801977.596,57392695.48
NATIONAL INST OF OCEAN TECH,2019,10,2219867,94228.21594,34603.42722,712128.972,763543.3636,73320.39844,32416.52975,44566.56221,3974674.469,59124348.86
NATIONAL INST OF OCEAN TECH,2019,11,2219867,94228.21594,34603.42722,712128.972,763543.3636,73320.39844,32416.52975,44566.56221,3974674.469,59124348.86
NATIONAL INST OF OCEAN TECH,2019,12,2219867,94228.21594,34603.42722,712128.972,763543.3636,73320.39844,32416.52975,44566.56221,3974674.469,59124348.86
NATIONAL SECURITY GUARD,2018,11,1166923,41955.16235,11134.74717,250663.1316,350180.285,36952.16171,19874.03584,27841.95312,1905524.477,34811342.16
NATIONAL SECURITY GUARD,2018,12,1166923,41955.16235,11134.74717,250663.1316,350180.285,36952.16171,19874.03584,27841.95312,1905524.477,34811342.16
NATRAJ OIL MILLS PVT LTD,2021,3,1338230,66806.94714,10777.95659,187964.621,393916.6926,78288.95773,5765.811143,14240.94734,2095991.934,36372433.84
NATRAJ OIL MILLS PVT LTD,2021,4,1338230,48570.56192,17566.21885,282154.7909,375930.8628,40097.35853,23055.76682,45320.63678,2170926.197,38904758.86
NATRAJ OIL MILLS PVT LTD,2021,5,1338230,69370.25783,18643.33622,413392.7652,460298.1284,64029.33658,26866.05101,23743.8337,2414573.709,36143183.54
NATRAJ OIL MILLS PVT LTD,2021,6,1338230,81896.08477,15539.15779,215422.0097,593918.6852,74697.34463,26133.60879,44872.22712,2390709.118,19398945.91
NAV PRADESH,2018,9,130824,8933.863291,1949.023476,29060.40159,34908.79111,6444.908921,772.3086583,3801.733953,216695.031,3578802.48
NAV PRADESH,2018,10,130824,8933.863291,1949.023476,29060.40159,34908.79111,6444.908921,772.3086583,3801.733953,216695.031,3578802.48
NAV PRADESH,2018,11,130824,8933.863291,1949.023476,29060.40159,34908.79111,6444.908921,772.3086583,3801.733953,216695.031,3578802.48
NAV PRADESH,2018,12,130824,8933.863291,1949.023476,29060.40159,34908.79111,6444.908921,772.3086583,3801.733953,216695.031,3578802.48
NEEMIT VEGGIE WASH,2020,12,716994,34154.69243,6183.441429,176634.0788,317147.0478,35686.46651,7676.425922,8023.680679,1302499.834,12448773.73
NEEMSBORO FARMS PVT LTD,2020,10,494887,19319.96394,7495.60682,37433.90598,144479.5055,15877.14645,2182.384683,13564.93965,735240.453,8020399.691
NEEMSBORO FARMS PVT LTD,2020,11,494887,19319.96394,7495.60682,37433.90598,144479.5055,15877.14645,2182.384683,13564.93965,735240.453,8020399.691
NEEMSBORO FARMS PVT LTD,2020,12,494887,19319.96394,7495.60682,37433.90598,144479.5055,15877.14645,2182.384683,13564.93965,735240.453,8020399.691
NEW DELHI TELEVISION LTD,2018,11,3474703,198232.2434,58676.38212,398231.8302,629738.4494,99776.4494,20516.49176,64419.01268,4944293.859,78080089
NEW DELHI TELEVISION LTD,2018,12,3474703,198232.2434,58676.38212,398231.8302,629738.4494,99776.4494,20516.49176,64419.01268,4944293.859,78080089
NGK SPARK PLUGS (IND) PVT LTD,2018,11,1015187,54345.06747,6515.175164,213025.8426,440354.663,29731.52515,17555.2337,17443.80684,1794158.314,25023047.63
NGK SPARK PLUGS (IND) PVT LTD,2018,12,3582263,192004.0874,25406.05932,1033016.326,1386811.007,170422.4105,71399.00224,110537.6616,6571859.554,76899832.52
NISHAN PRODUCTS (AHM),2018,9,1677017,61297.32523,28240.95032,231808.4998,563874.4099,62785.75521,26995.3577,58638.81237,2710658.111,30690324.39
NISHAN PRODUCTS (AHM),2018,10,1677017,61297.32523,28240.95032,231808.4998,563874.4099,62785.75521,26995.3577,58638.81237,2710658.111,30690324.39
NISHAN PRODUCTS (AHM),2018,11,1677017,61297.32523,28240.95032,231808.4998,563874.4099,62785.75521,26995.3577,58638.81237,2710658.111,30690324.39
NISHAN PRODUCTS (AHM),2018,12,1677017,61297.32523,28240.95032,231808.4998,563874.4099,62785.75521,26995.3577,58638.81237,2710658.111,30690324.39
NMC HEALTHCARE,2019,12,534966,20556.67618,5605.952329,89719.60529,120267.2139,14527.14157,4945.85729,14000.16997,804588.6165,15364464.05
OCM PVT LTD,2019,11,4756896,172914.1439,70833.69789,1183973.662,1841232.516,151664.2184,42471.32342,112267.2056,8332252.767,83647719.82
OCM PVT LTD,2019,12,4756896,172914.1439,70833.69789,1183973.662,1841232.516,151664.2184,42471.32342,112267.2056,8332252.767,83647719.82
OM VINAYAKA GARMENTS,2018,10,89780,2451.396259,1518.486571,10593.94866,20943.21723,2967.537769,1257.592632,2296.503696,131808.6828,1053443.153
OM VINAYAKA GARMENTS,2018,11,89780,2451.396259,1518.486571,10593.94866,20943.21723,2967.537769,1257.592632,2296.503696,131808.6828,1053443.153
OM VINAYAKA GARMENTS,2018,12,89780,2451.396259,1518.486571,10593.94866,20943.21723,2967.537769,1257.592632,2296.503696,131808.6828,1053443.153
OMEGA EXPORTS (KCH),2019,9,117184,4624.252358,1063.92391,31783.55864,27251.82114,3538.091585,603.7315359,4065.252042,190114.6312,1412336.712
OMEGA EXPORTS (KCH),2019,10,117184,4624.252358,1063.92391,31783.55864,27251.82114,3538.091585,603.7315359,4065.252042,190114.6312,1412336.712
OMEGA EXPORTS (KCH),2019,11,117184,4624.252358,1063.92391,31783.55864,27251.82114,3538.091585,603.7315359,4065.252042,190114.6312,1412336.712
