advertiser,Best_Model
M SQUARE PROPERTIES,Multiple_Regression_TV_Radio_Media
M U AMRELIYA,Polynomial_Regression_TV_Radio_Media
M VANNIYARAJAN & SONS,Multiple_Regression_TV_Radio_Media
M&B FOOTWEAR PVT LTD,Multiple_Regression
M/S HEERA RETAILS (HYDERABAD) PVT LTD,Multiple_Regression_TV_Radio_Media
M/S JANAPRIYA COMMUNICATION LIMITED,Linear_Regression
M/S LEX SPORTEL VISION PVT LTD,Multiple_Regression_TV_Radio_Media
M/S TV LIVE INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
M/S VISION CORPORATION LTD,Polynomial_Regression_TV_to_Others
M3M INDIA LTD,Multiple_Regression
MAA KAMAKHAVYA DARBAR FRAG,Multiple_Regression_TV_Radio_Media
MAA SHARDA RAMKRISHNA VIVEKANAND PLAY,Multiple_Regression_TV_Radio_Media
MAA TARINI AGRO FOOD PROCESS PVT LTD,Multiple_Regression_TV_Radio_Media
MAAHI MILK PRODUCER CO,Multiple_Regression
MAAMIS FOODS PVT LTD,LSTM
MAAP EPIC COMMUNICATION PVT LTD,Multiple_Regression_TV_Radio_Media
MACROGLOBAL IMMIG SERVICE LTD,Multiple_Regression_TV_Radio_Media
MADE IN RUSSIA,Polynomial_Regression_TV_Radio_Media
MADHA GROUP OF ACADEMIC INST,Multiple_Regression_TV_Radio_Media
MADHU JAYANTI INTERNATIONAL LTD,Multiple_Regression
MADHYA PR URJA VIKAS NIGAM LTD,Polynomial_Regression_TV_Radio_Media
MADHYA PRADESH POLICE,Multiple_Regression_TV_Radio_Media
MADURA GARMENTS,Multiple_Regression
MAEERS(MAHARASHTRA ACAD OF ENGG&EDU RES),Multiple_Regression_TV_Radio_Media
MAGADH INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
MAGICON IMPEX PVT LTD,Multiple_Regression_TV_Radio_Media
MAGMA FIN CORP LTD,Multiple_Regression_TV_Radio_Media
MAGNANIMOUS VENTURES PVT LTD,Multiple_Regression_TV_Radio_Media
MAGNOLIA INFRASTRUCTURE,LSTM
MAHAK GROUP (DEL),Linear_Regression
MAHALAXMI CALENDER,Multiple_Regression_TV_Radio_Media
MAHALAXMI POLYMERS,Multiple_Regression_TV_Radio_Media
MAHALEKSHMI SILKS,LSTM
MAHARAJ SOAPS INDUSTRY PVT LTD,LSTM
MAHARAJA DSINGERS GARMENTS INDIA P LTD,Multiple_Regression_TV_Radio_Media
MAHARANI DALL MILL,Linear_Regression
MAHARASHTRA ENERGY DEVELOPMENT AGENCY,Multiple_Regression_TV_Radio_Media
MAHARASHTRA HOUS&AREA DEV AUTH,Multiple_Regression_TV_Radio_Media
MAHARASHTRA KNOWLEDGE CORP,Multiple_Regression_TV_Radio_Media
MAHARASHTRA POLLUTION CONTROL BOARD,Polynomial_Regression_TV_to_Others
MAHARASHTRA RAJYA MAHAMANDAL M,LSTM
MAHARASHTRA ST SKILL DEVP SOCIETY,Multiple_Regression_TV_Radio_Media
MAHARASHTRA STATE,LSTM
MAHARASHTRA TOURISM DEVP CORP,Multiple_Regression_TV_Radio_Media
MAHARISHI AYURVED,Polynomial_Regression_TV_to_Others
MAHARISHI MARKANDES EDUC TRUST,Multiple_Regression_TV_Radio_Media
MAHARISHI SHIKSHA SANSTHAN,Multiple_Regression_TV_Radio_Media
MAHARSHI AYURVEDA RESEARCH CENTER,Multiple_Regression_TV_Radio_Media
MAHASHIYA DI HATTI LIMITED,Linear_Regression
MAHATMA JYOTIRAO PHULE SHIKSHAN SANSTHAN,Multiple_Regression_TV_Radio_Media
MAHENDRA PHARMA,Polynomial_Regression_TV_to_Others
MAHESH OIL INDUSTRIES,Multiple_Regression_TV_Radio_Media
MAHESH VALUE PRODUCTS (P) LTD,LSTM
MAHIDHARA PROJECTS PVT LTD,Multiple_Regression_TV_Radio_Media
MAHINDRA & MAHINDRA,LSTM
MAHINDRA ASSET MGMT CO PVT LTD,Multiple_Regression_TV_Radio_Media
MAHINDRA HOLIDAYS & RESORTS,Multiple_Regression_TV_Radio_Media
MAHINDRA RURAL HSG FINANCE LTD,Polynomial_Regression_TV_to_Others
MAHYCO (MAH HYBRID SEED CORP),Multiple_Regression
MAITHAN STEEL & POWER LTD,Multiple_Regression_TV_Radio_Media
MAJA HEALTH CARE,Linear_Regression
MAJID PLASTICS GROUP,Multiple_Regression_TV_Radio_Media
MAK PLYWOOD INDUSTRIES,Multiple_Regression_TV_Radio_Media
MAKEMYTRIP INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
MAKKAL MANDRAM,Multiple_Regression_TV_Radio_Media
MAKKAL NEEDHI MAYYAM KATCHI,Multiple_Regression
MAKKAL THOLAI THODARPU KUZHUMAM LTD,LSTM
MAKRICK TRANSPORT PVT LTD,Multiple_Regression_TV_Radio_Media
MALABAR AYURVEDA ASHRAM,Multiple_Regression_TV_Radio_Media
MALABAR DEVELOPERS,Multiple_Regression
MALABAR FRUIT PRODUCTS,Linear_Regression
MALABAR GROUP OF COMPANIES,Multiple_Regression_TV_Radio_Media
MALABAR HOTEL MGMT&CAT PROMOTION TRUST,Linear_Regression
MALABAR REG CO OP MILK PRODS,Linear_Regression
MALAR PUBLICATIONS (P) LTD,Multiple_Regression_TV_Radio_Media
MALAYOGAM PVT LTD,Multiple_Regression_TV_Radio_Media
MALAYSIA TOURISM,Multiple_Regression
MALHOTRA ELECTRONICS PVT LTD,Polynomial_Regression_TV_Radio_Media
MALKANSVIEW,Multiple_Regression_TV_Radio_Media
MALLABHUM HUMAN RES DEVP TRUST,Multiple_Regression_TV_Radio_Media
MALLIKA FURNITURE & ELECTRONICS,LSTM
MALLIKA THANGA MALAIGAI (TNJ),Linear_Regression
MALPANI GROUP,Multiple_Regression_TV_Radio_Media
MALUKAS IAS,Multiple_Regression_TV_Radio_Media
MAMBALAM IYERS FOOD PRODUCTS PVT LTD,Multiple_Regression
MANAPPURAM FINANCE,Multiple_Regression
MANASH LIFESTYLE PVT LTD,Polynomial_Regression_TV_Radio_Media
MANDKE HEARING SERVICES,Multiple_Regression_TV_Radio_Media
MANEESH PHARMACEUTICALS,Multiple_Regression_TV_Radio_Media
MANGAL & MANGAL,Multiple_Regression
MANGAL & MANGAL JEWELLERS,Polynomial_Regression_TV_to_Others
MANGALAM ORGANICS LTD,Linear_Regression
MANGALYA SHOPPING MALL,LSTM
MANGO HOLIDAYS,Multiple_Regression_TV_Radio_Media
MANILAL CHHEDA JEWELLERS,Multiple_Regression
MANIMARK PVT LTD,Multiple_Regression_TV_Radio_Media
MANIPAL GROUP,Multiple_Regression_TV_Radio_Media
MANIPUR UNIVERSITY,Multiple_Regression_TV_Radio_Media
MANJALI,Multiple_Regression
MANJILAS AGRO FOODS,Polynomial_Regression_TV_to_Others
MANJU GROUPS,Multiple_Regression_TV_Radio_Media
MANKIND PHARMA LTD,LSTM
MANMOHAN JADU MALAM,Linear_Regression
MANOJ JEWELLERS,Multiple_Regression
MANOJ VAIBHAV GEMS N JEWELLERS PVT LTD,Multiple_Regression
MANSI AYURVEDIC PHARMACY,Multiple_Regression_TV_Radio_Media
MANTENA CONSTRUCTION PVT LTD,Multiple_Regression_TV_Radio_Media
MANTORA OIL PRODUCTS LTD,Multiple_Regression_TV_Radio_Media
MAQDOOM BROTHERS,Multiple_Regression_TV_Radio_Media
MARC LABORATORIES LTD,Linear_Regression
MARIA INDUSTRIES,Linear_Regression
MARICO LTD,Linear_Regression
MARINA HOME INTERIORS RET NETWORK P LTD,Multiple_Regression_TV_Radio_Media
MARRIOTT,Multiple_Regression
MARRIOTT INTL INC,LSTM
MARS INC,LSTM
MARS INDIA LTD,Multiple_Regression
MARS INTL INDIA PVT LTD,LSTM
MARUCHAN AJINOMOTO PVT LTD,LSTM
MARUTHUA PHARMA,Multiple_Regression
MARUTI SUZUKI INDIA LTD,LSTM
MARVEL STUDIOS,Multiple_Regression
MARVEL TEA ESTATE(IND)P LTD,Linear_Regression
MARVELOUS GROUP,Polynomial_Regression_TV_to_Others
MARWADI EDUC FOUNDATION,Multiple_Regression_TV_Radio_Media
MAS FINANCIAL SERVICES LTD,Multiple_Regression_TV_Radio_Media
MASCOM,Multiple_Regression
MASCOM STEEL (INDIA) PVT LTD,Multiple_Regression_TV_Radio_Media
MASS TELECASTING PRIVATE LIMITED,Multiple_Regression
MASTER DAYANAND MEMO EDUC TRUST,Multiple_Regression_TV_Radio_Media
MASTERCARD,Polynomial_Regression_TV_to_Others
MATA AMRITANANDAMAYI MATH,Polynomial_Regression_TV_to_Others
MATA GUJRI UNIVERSITY,Multiple_Regression_TV_Radio_Media
MATHABHANGA DET&CHEMICAL P LTD,Multiple_Regression_TV_Radio_Media
MATRIMONY.COM PVT LTD,LSTM
MATTEL TOYS (I) PVT LTD,Polynomial_Regression_TV_Radio_Media
MAULANA ABUL K AZAD UNI OF TECHNOLOGY,Multiple_Regression_TV_Radio_Media
MAVEN INSTITUTE OF LEARNING AND EXCELLENCE,Multiple_Regression_TV_Radio_Media
MAX BUPA HEALTH INSURANCE,Multiple_Regression
MAX GOLD JEWELLERY (T NAGAR),Linear_Regression
MAX HEALTHCARE INST LTD,Multiple_Regression_TV_Radio_Media
MAX LIFE INSURANCE CO LTD,Multiple_Regression_TV_Radio_Media
MAXVALUE CREDITS & INVESTMENTS LTD,LSTM
MAYA APPLIANCES(P)LTD,Linear_Regression
MAYA ENTERTAINMENT LTD,Multiple_Regression_TV_Radio_Media
MAYANK WELFARE SOCIETY,Multiple_Regression_TV_Radio_Media
MAYLARI AGRO PRODUCTS LIMITED,Polynomial_Regression_TV_to_Others
MAYUR GROUP (KNP),Multiple_Regression
MAZAGON DOCK SHIPBUILDERS LTD,Multiple_Regression_TV_Radio_Media
MAZDA ENTERPRISE,Polynomial_Regression_TV_Radio_Media
MBD GROUP OF PUBLICATION,Multiple_Regression_TV_Radio_Media
MBIZTECH CONSULTING PVT LTD,Multiple_Regression
MBS MOBILE PVT LTD(MOBIISTAR),Multiple_Regression
MCCAIN FOODS INDIA PVT LTD,Polynomial_Regression_TV_Radio_Media
MCDONALDS CORPORATION,Multiple_Regression
MCGANS OOTY SCH OF ARCHITECTUR,Multiple_Regression_TV_Radio_Media
MCHI-CREDAI,Multiple_Regression_TV_Radio_Media
MCNROE CHEMICALS PRIVATE LTD,LSTM
MCR COTTON CO,Multiple_Regression_TV_Radio_Media
MDN EDIFY EDUCATION PVT LTD,Multiple_Regression
MEAD JOHNSON NUTRITION INDIA PVT LTD,Multiple_Regression
MED MANOR ORGANICS,Multiple_Regression_TV_Radio_Media
MEDECINS SANS FRONTIERES,Linear_Regression
MEDGENOME LABS PVT LTD,Multiple_Regression_TV_Radio_Media
MEDI ASSIST HEALTHCARE SERVICES LTD,Multiple_Regression_TV_Radio_Media
MEDIA EXHIBITORS,Multiple_Regression_TV_Radio_Media
MEDIC SHOP INDIA,Multiple_Regression_TV_Radio_Media
MEDICA SYNERGIE PVT LTD,Linear_Regression
MEDICOVER HOSPITALS,Multiple_Regression_TV_Radio_Media
MEDINN BELLE HERBAL CARE,Polynomial_Regression_TV_to_Others
MEDISYNTH CHEMICAL PVT LTD,Multiple_Regression_TV_Radio_Media
MEDLIFE INTERNATIONAL PVT LTD,Multiple_Regression
MEDPLUS HEALTH SERV PVT LTD,Multiple_Regression
MEENAKSHI ACAD OF HIGH EDU&RES (CHN),Multiple_Regression_TV_Radio_Media
MEENAKSHI AGRO CHEMICALS,Multiple_Regression
MEENAKSHI FERRO INGOTS PRIVATE LIMITED,Multiple_Regression
MEENAKSHI POLYMERS PVT LTD,Multiple_Regression_TV_Radio_Media
MEGHALAYA CEMENTS LTD,Polynomial_Regression_TV_to_Others
MEGHDOOT GHRUH UDYOG,Multiple_Regression_TV_Radio_Media
MEGHDOOT GRAMUDYOG,LSTM
MEGHMANI INDUSTRIES LIMITED,Multiple_Regression_TV_Radio_Media
MELITA INDUSTRIES PVT LTD,Multiple_Regression_TV_Radio_Media
MELKER FINANCE & LEASING PVT LTD,Multiple_Regression_TV_Radio_Media
MELUHA TECHNOLOGIES PVT LTD,Multiple_Regression_TV_Radio_Media
MEPL SKY ELECRONICS PVT LTD,Multiple_Regression_TV_Radio_Media
MERCEDES BENZ INDIA LTD,Multiple_Regression
MERCER LLC,Multiple_Regression_TV_Radio_Media
MERINO INDUSTRIES,LSTM
METAL POWDER CO LTD,Multiple_Regression_TV_Radio_Media
METRO CASH & CARRY IND PVT LTD,Linear_Regression
METRO GOLDWYN MAYER,Multiple_Regression_TV_Radio_Media
METRO MILK PRODUCTS PVT LTD,Linear_Regression
METRO TYRES LTD,Multiple_Regression
METROPOLIS HEALTHCARE LTD,Multiple_Regression_TV_Radio_Media
MEYDAN SOBHA LLC FZ,Polynomial_Regression_TV_Radio_Media
MEYER HOUSEWARES INDIA PVT LTD,Multiple_Regression
MEYER ORGANICS LTD,Multiple_Regression_TV_Radio_Media
MG MOTOR INDIA PVT LTD,Multiple_Regression_TV_Radio_Media
MGF PRODUCTS,Multiple_Regression
MGK PRINTING WORKS PVT LTD,Multiple_Regression
MH ONE RESORT HOTEL,Multiple_Regression
MHK HEATH CARE,Multiple_Regression_TV_Radio_Media
MI EVENTS,Multiple_Regression_TV_Radio_Media
MICHELIN INDIA PVT LTD,Multiple_Regression
MICKY METALS LTD,LSTM
MICROPLEX AGRO CHEM&FERTILIZER,Multiple_Regression
MICROSOFT CORPORATION,Multiple_Regression_TV_Radio_Media
MICROTEK INTL,Multiple_Regression
MID VALLEY DAIRY,Multiple_Regression_TV_Radio_Media
MIDAS CARE PHARMACEUTICALS,LSTM
MIDAS HYGIENE PVT LTD,Multiple_Regression
MIDC,Multiple_Regression_TV_Radio_Media
MIH WEB PVT LTD,Multiple_Regression_TV_Radio_Media
MIIT JEE CLASSES PVT LTD,Multiple_Regression_TV_Radio_Media
MILAGROW BUSI & KNOWLEDGE SOLU PVT LTD,Linear_Regression
MILITARY LITERATURE FESTIVAL ASSOCIATION,Multiple_Regression_TV_Radio_Media
MILK MANTRA DAIRY PVT LTD,Multiple_Regression_TV_Radio_Media
MILLENNIUM REAL ESTATE DEVELOP,Multiple_Regression_TV_Radio_Media
MILTON PLASTICS,Linear_Regression
MINAR ISPAT PVT LTD,Linear_Regression
MINDSPACE BUSINESS PARKS PVT LTD,Multiple_Regression_TV_Radio_Media
MINERVA EDUCATIONAL&CHARI TRUS,Multiple_Regression_TV_Radio_Media
MINISTRY OF AGRICULTURE,Multiple_Regression
MINISTRY OF AGRICULTURE &FARMERS WELFARE,Multiple_Regression
MINISTRY OF AYUSH,Polynomial_Regression_TV_Radio_Media
MINISTRY OF CHEMICAL & FERTILIZERS,Multiple_Regression_TV_Radio_Media
MINISTRY OF CIVIL AVIATION,Multiple_Regression_TV_Radio_Media
MINISTRY OF COMMUNICATIONS & INFO TECH,Multiple_Regression
MINISTRY OF CONSUMER AFFAIRS,Multiple_Regression
MINISTRY OF CULTURE,Polynomial_Regression_TV_to_Others
MINISTRY OF DEFENCE,Multiple_Regression
MINISTRY OF DRINKING WATER & SANITATION,LSTM
MINISTRY OF ELECTRONICS& INFO TECHNOLOGY,Multiple_Regression_TV_Radio_Media
MINISTRY OF ENVIRONMENT,LSTM
MINISTRY OF ENVT FOREST & CLIMATE CHANGE,Polynomial_Regression_TV_Radio_Media
MINISTRY OF EXTERNAL AFFAIRS,Multiple_Regression
MINISTRY OF FINANCE,Multiple_Regression
MINISTRY OF FOOD PROCESS INDUSTRY,LSTM
MINISTRY OF FOREIGN AFFAIRS OF JAPAN,Multiple_Regression_TV_Radio_Media
MINISTRY OF HEALTH & FAMILY WELFARE,LSTM
MINISTRY OF HOME AFFAIRS,Polynomial_Regression_TV_to_Others
MINISTRY OF HOUSING AND URBAN AFFAIRS,Multiple_Regression_TV_Radio_Media
MINISTRY OF HUMAN RESOURCE DEVELOPMENT,Multiple_Regression_TV_Radio_Media
MINISTRY OF INFORMATION & BROADCAST,Linear_Regression
MINISTRY OF LABOUR & EMPLOYEMENT,Multiple_Regression
MINISTRY OF LAW & JUSTICE,Multiple_Regression_TV_Radio_Media
MINISTRY OF MICRO SMALL&MEDIM ENTERPRISE,Multiple_Regression
MINISTRY OF MINORITY AFFAIRS,Multiple_Regression_TV_Radio_Media
MINISTRY OF OVERSEAS INDIAN AFFAIRS,Polynomial_Regression_TV_Radio_Media
MINISTRY OF PANCHAYATIRAJ,Multiple_Regression_TV_Radio_Media
MINISTRY OF PETR & NATURAL GAS/ROAD TRANS & HIGHWA,Multiple_Regression_TV_Radio_Media
MINISTRY OF PETROLEUM & NATURAL GAS,Polynomial_Regression_TV_Radio_Media
MINISTRY OF POWER,Multiple_Regression
MINISTRY OF ROAD TRANSPORT & HIGHWAYS,LSTM
MINISTRY OF RURAL DEVELOPMENT,Multiple_Regression
MINISTRY OF SCI & TECHNOLO,Multiple_Regression_TV_Radio_Media
MINISTRY OF SKILL DEVP& ENTREPRENEURSHIP,Polynomial_Regression_TV_Radio_Media
MINISTRY OF SOCIAL JUSTICE & EMPOWERMENT,Multiple_Regression
MINISTRY OF STAT&PROG IMPLEMEN,Linear_Regression
MINISTRY OF TEXTILES,LSTM
MINISTRY OF TOURISM,Polynomial_Regression_TV_to_Others
MINISTRY OF TOURISM (ISRAEL),Multiple_Regression_TV_Radio_Media
MINISTRY OF TOURISM (SULTANATE OF OMAN),Multiple_Regression_TV_Radio_Media
MINISTRY OF URBAN DEVELOPMENT,Multiple_Regression
MINISTRY OF WATER RESOURCE,LSTM
MINISTRY OF WOMEN & CHILD DEVELOPMENT,Polynomial_Regression_TV_Radio_Media
MINISTRY OF YOUTH AFFAIRS & SPORTS,Multiple_Regression
MINIT ENGINEERS (I) P LTD,Multiple_Regression_TV_Radio_Media
MIOT INTERNATIONAL,LSTM
MIRAE ASS GLOB INVES IND P LTD,Multiple_Regression_TV_Radio_Media
MIRAJ GROUP,Multiple_Regression_TV_Radio_Media
MIRAJ PIPES & FITINGS PVT LTD,Multiple_Regression_TV_Radio_Media
MIRAJ PRODUCTS PVT LTD,Multiple_Regression_TV_Radio_Media
MIRC ELECTRONICS,Multiple_Regression_TV_Radio_Media
MIRT COLLECTION PVT LTD,Multiple_Regression_TV_Radio_Media
MISHRA DHATU NIGAM LTD,Multiple_Regression_TV_Radio_Media
MISSION SPORTS & FITNESS,Multiple_Regression
MITASHI EDUTAINMENT PVT LTD,Multiple_Regression
MITCON INFRAPROJECT PVT LTD,Multiple_Regression
MITRA CAFE RESTAURANT & CATERERS,Multiple_Regression
MITRONTV,Multiple_Regression_TV_Radio_Media
MITSUBISHI ELECTRIC,Polynomial_Regression_TV_to_Others
MITTAL ELECTRONICS (DEL),Multiple_Regression
MM RUBBER COMPANY LIMITED,Multiple_Regression_TV_Radio_Media
MMD DAIRY,Polynomial_Regression_TV_Radio_Media
MMR GROUP (NOIDA),Multiple_Regression_TV_Radio_Media
MOBIL (INTL),Multiple_Regression
MOBIWASH,Multiple_Regression_TV_Radio_Media
MODE RETAILS PVT LTD,Multiple_Regression_TV_Radio_Media
MODERN FOOD ENTERPRISES PVT LTD,LSTM
MODERN PUBLISHERS,Multiple_Regression_TV_Radio_Media
MODI NATURALS LTD,Polynomial_Regression_TV_Radio_Media
MODY EDUCATION FOUNDATION,Multiple_Regression_TV_Radio_Media
MOGA MEDICITY MIULTI SPL HOSPITAL,Multiple_Regression_TV_Radio_Media
MOHALLA TECH PVT LTD,LSTM
MOHAMAD IDRIS BROS,Multiple_Regression_TV_Radio_Media
MOHAMED ABOOBAKER SANGU LUN LT,Multiple_Regression_TV_Radio_Media
MOHAN STORES PVT LTD,Multiple_Regression_TV_Radio_Media
MOHANI TEA LEAVES PVT LTD,Multiple_Regression
MOJARTO,Polynomial_Regression_TV_Radio_Media
MOKSH AGARBATTI,Polynomial_Regression_TV_Radio_Media
MONEYMAX GOLD COMPANY,Multiple_Regression_TV_Radio_Media
MONEYWISE FINVEST LTD,Polynomial_Regression_TV_Radio_Media
MONGIA HI-TECH (P) LTD,Polynomial_Regression_TV_to_Others
MONICA BROADCASTING PVT LTD,LSTM
MONTCALM HOTEL (LONDON) LIMITED,Multiple_Regression
MONTE CARLO FASHIONS LTD,Multiple_Regression
MOOLANS GROUP,Multiple_Regression_TV_Radio_Media
MOON VISION PRIVATE LIMITED,Linear_Regression
MOONWHITE FILMS INTL FILM FEST(MWFIFF),Multiple_Regression_TV_Radio_Media
MORAL GROUP OF COMPANIES,Multiple_Regression_TV_Radio_Media
MORARJI DESAI NAT INST OF YOGA,Multiple_Regression_TV_Radio_Media
MOREPEN LABORATORIES,Multiple_Regression_TV_Radio_Media
MORTON DAIRY,Multiple_Regression_TV_Radio_Media
MOSONS EXTRACTIONS,Multiple_Regression
MOTHER DAIRY FRUIT & VEG LTD,Linear_Regression
MOTILAL OSWAL ASSET MGMT CO,Multiple_Regression_TV_Radio_Media
MOTILAL OSWAL SECURITIES LTD,Linear_Regression
MOTIVI PHARMACEUTICALS PVT LTD,Linear_Regression
MOTOROLA,Polynomial_Regression_TV_Radio_Media
MOVEMENTS DIGITAL,Multiple_Regression
MP STATE CULTURAL DEPARTMENT,Multiple_Regression_TV_Radio_Media
MR BUTLERS,Linear_Regression
MR COOK,Multiple_Regression
MRF CORP LTD,Multiple_Regression_TV_Radio_Media
MRF LTD,Multiple_Regression
MRG TRADELINKS PVT LTD,Polynomial_Regression_TV_Radio_Media
MRS BECTORS FOOD SPECIALITIES LIMITED,Multiple_Regression_TV_Radio_Media
MS AGARWAL FOUNDARIES PVT LTD,Multiple_Regression_TV_Radio_Media
MS FOUNDATIONS PVT LTD,Multiple_Regression_TV_Radio_Media
MS PACIFIC GAMING PVT LTD,Multiple_Regression_TV_Radio_Media
MSM RETAIL PVT LTD,Multiple_Regression_TV_Radio_Media
MSP KNIT GARMENTS,Multiple_Regression_TV_Radio_Media
MSP STEELS PVT LTD,Multiple_Regression
MSR INDIA LTD,Multiple_Regression
MSTC LTD,Multiple_Regression_TV_Radio_Media
MTAR TECHNOLOGIES PVT LTD,Multiple_Regression_TV_Radio_Media
MTCH TECHNOLOGY SERVICES LTD,Multiple_Regression
MTCX INDIA,Multiple_Regression_TV_Radio_Media
MTR FOODS,Multiple_Regression_TV_Radio_Media
MUBI INDIA,Multiple_Regression_TV_Radio_Media
MUBU ENTERTAINMENT TV PVT LTD,Multiple_Regression_TV_Radio_Media
MUGDHA ART STUDIO,Multiple_Regression_TV_Radio_Media
MUKHAROCHAK CHANACHUR,LSTM
MULTANI PHARMACEUTICALS LTD,Linear_Regression
MULTI COMMODITY EXCHANGE,LSTM
MULTIPLEX APPLIANCES PVT LTD,Polynomial_Regression_TV_to_Others
MUMBAI FIRE BRIGADE,Multiple_Regression
MUMBAI METROPOLITAN REG DEV AU,Multiple_Regression_TV_Radio_Media
MUNIMJEE & SONS,Linear_Regression
MUNNAR VALLEY TEA INDUSTRIES,Multiple_Regression_TV_Radio_Media
MURALYA DAIRY PRODUCTS PVT LTD,Multiple_Regression_TV_Radio_Media
MURASOLI,Polynomial_Regression_TV_Radio_Media
MURUGAPPA GROUP,LSTM
MUSHROOM WORLD AYURVED & FOOD PVT LTD,Multiple_Regression_TV_Radio_Media
MUSIC BROADCAST PVT LTD,Multiple_Regression_TV_Radio_Media
MUSIC COMPOSERS ASSOCIATION OF INDIA,Multiple_Regression_TV_Radio_Media
MUSICAL.LY,Multiple_Regression_TV_Radio_Media
MUSTER ONLINE PVT LTD,Multiple_Regression_TV_Radio_Media
MUTHOOT FINANCIAL ENTERPRISES,Polynomial_Regression_TV_Radio_Media
MUTHOOT FINCORP LTD,LSTM
MUTHOOT GROUP,Multiple_Regression
MUTHOOT MERCANTILE LTD,Multiple_Regression
MUTHOOTTU MINI FINANCIERS LTD,Polynomial_Regression_TV_Radio_Media
MVM AYURVEDIC RESEARCH LAB,Multiple_Regression_TV_Radio_Media
MX MEDIA & ENTERTAINMENT,Multiple_Regression_TV_Radio_Media
MY HOME GROUP (AP),Multiple_Regression_TV_Radio_Media
MY HOME INDUSTRIES LTD,Multiple_Regression
MY INDIA PARTY,Multiple_Regression_TV_Radio_Media
MY VISHWA TECHNOLOGIES PVT LTD,Linear_Regression
MYK LATICRETE INDIA PVT LTD,Polynomial_Regression_TV_to_Others
MYNTRA DESIGNS PVT LTD,Polynomial_Regression_TV_Radio_Media
MYPHARMA LABORATORIES,Multiple_Regression_TV_Radio_Media
MYSOREDEEP PERFUMERY HOUSE,Multiple_Regression_TV_Radio_Media
N H GOEL WORLD SCH,Polynomial_Regression_TV_to_Others
N K CHAINS PVT LTD,Multiple_Regression_TV_Radio_Media
N K PROTEINS,Linear_Regression
N K REALTORS (P) LTD,Multiple_Regression_TV_Radio_Media
N N ISPAT P LTD,Multiple_Regression_TV_Radio_Media
N RANGARAO & SONS,LSTM
N Z SEASONAL WEAR PVT LTD,Multiple_Regression
N.V.K.M & SONS LTD,Multiple_Regression
NAACHIYARS (MDR),Polynomial_Regression_TV_to_Others
NAAPTOL.COM,Multiple_Regression_TV_Radio_Media
NABADIGANT EDUCATIONAL TRUST,Multiple_Regression_TV_Radio_Media
NADI VAIDYA KAYAKALP,Multiple_Regression
NAGA LIMITED FOODS,Polynomial_Regression_TV_to_Others
NAGARJUNA AGRICHEM LTD,LSTM
NAIDU HALL,Polynomial_Regression_TV_to_Others
NALANDA ART GALLERY,Linear_Regression
NALLA MALLA REDDY FOUNDAT SCH,Multiple_Regression_TV_Radio_Media
NALLIS SILKS SAREE,Multiple_Regression_TV_Radio_Media
NAMAAMI SHANKARA,Linear_Regression
NAMASTE INDIA FOODS PVT LTD,Multiple_Regression
NAMBISANS DAIRY (P) LTD,Polynomial_Regression_TV_to_Others
NAMMA HOMEOPATHY,Linear_Regression
NAMMA UNAVAGAM,Multiple_Regression_TV_Radio_Media
NAMO EWASTE MANAGEMENT LIMITED,Multiple_Regression_TV_Radio_Media
NAMRATA DEVELOPERS PVT LTD,Multiple_Regression_TV_Radio_Media
NANDI AGRO INITIATIVE PVT LTD,Multiple_Regression
NANHI CHHAAN FOUNDATION,Multiple_Regression_TV_Radio_Media
NANHI CHHAAN PUNJAB PUBLIC CHARITABLE TRUST,Multiple_Regression
NARANG GROUP,Multiple_Regression
NARASUS COFFEE COMPANY,Multiple_Regression
NARAYANA EDUCATIONAL INSTS,Multiple_Regression
NARAYANA GROUP OF EDUC INST,Multiple_Regression
NARAYANA HRUDAYALAY FOUNDATION,Multiple_Regression
NARNOLIA SECURITIES PVT LTD,Polynomial_Regression_TV_to_Others
NARULA INST OF TECH,Multiple_Regression
NAT CEN FOR THE PERFORMING ART,Multiple_Regression_TV_Radio_Media
NAT COUN FOR PROM OF URDU LANG,Multiple_Regression_TV_Radio_Media
NAT DISASTER RESPONSE FORCE,Multiple_Regression
NATHELLA ANJANAYALU CHETTY-NAC,LSTM
NATIONAL AIDS CONTROL ORGANISATION,Multiple_Regression_TV_Radio_Media
NATIONAL BANK FOR AGRI & RURAL,Multiple_Regression
NATIONAL BOOK TRUST,Multiple_Regression
NATIONAL COMMISSION FOR PROTECT OF CHILD,Multiple_Regression_TV_Radio_Media
NATIONAL COMMISSION FOR WOMEN,Multiple_Regression
NATIONAL DAIRY DEVELOP BOARD,Multiple_Regression
NATIONAL DEMOCRATIC ALLIANCE,Multiple_Regression_TV_Radio_Media
NATIONAL DISASTER MANGEMENT AUTHORITY,Polynomial_Regression_TV_to_Others
NATIONAL EGG CO-ORDINATION COM,Multiple_Regression_TV_Radio_Media
NATIONAL FERTILIZERS LTD,Polynomial_Regression_TV_to_Others
NATIONAL GEOGRAPHIC SOCIETY,Multiple_Regression_TV_Radio_Media
NATIONAL HEALTH AGENCY,Linear_Regression
